review_id,user_id,business_id,stars,useful,funny,cool,text,date
Vbda3ZwDMU5QCw_efhuSEQ,O0RzHsklM5MyME_WUhVtxw,_AVG0GvrMfBRK5jyuwSwrg,2,0,0,1,"Our room would not lock when we attempted to leave for dinner. Extremely unprofessional maintenance man was sent to our room flustered. Said it would be a big job and said for us to call for another room. As we called the front desk he yelled 'If you guys are changing rooms I'm outta here!' He slammed the door & overall made us feel uncomfortable. Our room was changed, but no apology for the inconvenience. This is a new hotel. How could they not have locks that work? All we could think is you get what you pay for. This was the equivalent of a Hotel 6, stripped of all amenities. Not what we expected from a Hilton. Spend a bit more for a nicer more comfortable experience.",2021-07-13 05:00:04
2HTIIasyOuKdaIIPG2iQGA,KuvreHW2DH64f0mjHbcwfQ,AXb5gCwqHl-_v6ZIMb1mXQ,1,1,0,0,"1 star is the lowest I could give. at 12:45 am the fire alarm was blasting.  down the stairwell we went.  no staff to direct us no communication. stood outside for 25 minutes in 27 degree temp no police. no firetrucks.  no Sheraton employees to tell us what happened. rumors of 4 young kids pulled the alarm to malfunction. we went upstairs.  trying to sleep again. alarm goes off again just before 2am.  back downstairs.  still no hotel employees but police saying go back up false alarm

just before 7am after a sleepless night. yes the alarm went off again

s*#* happens.  but what is unacceptable is not one employee communicated to anyone. they hid.  what of it was real??? 

checking out man behind counter wouldn't lool up I said checking out he reached for my keys.  not a word. not an I am sorry. called Marriott main number field a complaint.  hotel was supposed to contact me. nothing.  my opinion. go next door to hampton inn.  this place is old dingy and RUDE",2020-01-31 22:57:59
snKmn3ymyhIT7TkucKtGDw,JO9KXRCb-1kcKXt0gAa54A,9PXJkRLVWd6IMPfBzdJp2Q,2,0,0,0,"Stayed at the El Conquistador the middle of April; stayed there a couple of months prior as well. The grounds are beautiful and the surrounding mountain views are very nice as well. I used 50,000 points from my honors account rather than pay the $349 per night. Whether it be the points or the cash, one would expect certain things from the room.  I would expect that the USB ports would not be broken and unusable.  We had a nice room that overlooked the pool and grounds.  The screen door of the sliding glass door was off the hinges and leaning up against the glass doors.....so much for letting a cool breeze in the room.  No menu in the rom for the restaurant. I get that with Covid, however if not having it in the room was due to COVID I would expect that other books, etc would have been removed from the room as well.  Called the restaurant and were told to go online and look at the menu.  No big deal, we found the menu, however the address the restaurant provided was a dead link.  I did send a letter to the manager at the El Con via the company website two weeks ago.  NO response. Overpriced for what you will receive. The rooms are very tired.",2021-05-03 16:14:05
g09HloRSq1eHLYpOEsHGWw,ufICbdVlGBGKTKkyy6uBmQ,9PXJkRLVWd6IMPfBzdJp2Q,1,11,2,7,"Dirty, rude staff, poorly run Hilton. I had such high expectations because it was a family vacation. Two of my family members got food poisoning from lunch. I was fully charged for breakfast and it was a terrible one. I wasn't given any discount for being a Diamond when I paid for breakfast, they did not award the $24 a day. Drinks at the pool tasted like water, overall a bad experience going back to the Omni next year.",2021-08-11 22:39:25
Zdcew3-IyKHf8XIoRvEB0A,oLJsaIVSsILHt9VgtUfOtQ,KflHa9pRDLPAmXxCpBDCZg,1,0,0,0,"This hotel place is a nightmare, travelers beware 1. The AC unit control by the property so you cannot adjust even though you are really hot and or cold, they have a note that portable heaters and fans available in front desk if you needed. 2. The tub is clogged and very slow drain it feels like you are taking a shower in a flood. 3. From service crew to Manager and front desk are unprofessional, requested toilet paper and towels take 5 phone calls before they deliver it to you and it took over an hour. 4. The TV cable was controlled and it shut off at 1am so time to go to bed. Really bad and bathroom is so  dirty.",2021-12-29 08:14:16
LuGc3a1o4PniKgzbHQUgaA,xlsMAGyvH3Zo1envDkkm4Q,wDaZZM-R-DvhoWR8y8q0mg,2,1,0,0,"Overall the staff and hotel were great. 
Areas I would improve on are:
Upon check in (Diamond member) not given the snack that are on display at the front desk, not told about any of the hotel amenities like making a reservation for using the gym, laundry room, or 3-8pm fresh hot cookies served (saw that on my last day), noticeable hallway carpet stains. First room was nothing like I asked for, bathroom issues and request for extra pillows ignored/forgotten. Second room: no trash can, no alarm clock and no iron. Wifi kept kicking off cell when idle, so left on constant streaming to prevent this. Exits have no trash cans, so smokers leave a mountain of cig butts that are not picked up.  Room had stray marks on the wall and a spider in the bathroom, plus spartan bathroom (no decor) baseboards need repainting (brown stains). Maids let doors constantly slam until well past 7pm. Could they not use a door jam when cleaning to prevent this nuisance? Also, vacuums and dirty mop buckets left out during the day and on one occasion vacuuming hallway at 9:30pm.",2021-05-23 13:00:34
IaGSLGXrZ1G84jZJ3NzuHA,7tB76JYqFUIFVmLghlKThg,CFlW9bfl4N63fZpQsZIkRQ,1,0,0,0,"I stayed at the Logan from June 11-15 2021 and was extremely dissatisfied. The service is poor and even though we stayed for 4 nights they refused to service our room (changing bed sheets and towels) citing covid restrictions. We were not informed of this policy when restrictions were already lifted all over Philadelphia. The managers were rude and unprofessional and the staff unfriendly 
Would not stay again and do not recommend",2021-06-14 16:15:17
t009tI2gqPSAvu1LbIJ4zg,dkvRoZ646VM9fwqARUcHgg,9PXJkRLVWd6IMPfBzdJp2Q,4,4,1,3,"Actual rating is 3.5, so I'm rounding up here. 

To start, I cannot stress how beautiful this place is. From the well-maintained grounds, to the large, open lobby with tasteful southwestern decor, to the pool area, to the stunning views of the Catalinas, this place earns a 5/5 for aesthetics alone. It's worth a visit just to see this place. 

In addition, the restaurant Epazote is a real gem. I have dined there many times and am always happy with the food, the service, and the unbeatable view.  While I didn't dine here during this stay, it looked like the restaurant t was doing a steady business, which I was really glad to see. 

My brother and my sister-in-law held a party in the Sundance room to celebrate their recent marriage and the hotel did an excellent job executing this. The party was well
organized with friendly, professional staff,delicious appetizers, and good bar service.

With this being said, there is room for improvement. Check-in was an unnecessarily  complex process. Not only do they give you about 15 pieces of paper, the process was also tinged with sexism. My mom made the room reservations for her and my dad and for my husband and me, and despite making the reservations herself and putting them on her credit card, it was my dad--the man--who had to come to the front desk and show his ID in order for my mom to check into her room. Same thing for my husband and our room. It made absolutely no sense. 

In addition, some of the events that were advertised as happening never occurred. The schedule said there would be trivia at 5 in the lobby bar. Gus, who checked us in, said we should definitely check it out, but upon arriving to the bar, there was no trivia to be found. 

Finally, while our room was very nice with absolutely stunning views of the mountains, the bed was horrible. I'm probably being extra harsh here because I'm 9 months pregnant, but I've never slept on a softer mattress. I found it nearly impossible to roll over. That on top of the super heavy comforter and the lack of a fitted sheet on the bottom made me have a pretty miserable night of sleep. However if you like insanely soft beds that feel like you're sinking into a vat of butter, then this is your place!  

I didn't get to enjoy the pool, but my husband loved it, so if I come back, I would love to enjoy that amenity. 

Overall, this place is beautiful and with some minor tweaks, it would easily be 5 stars in my book.",2021-06-28 22:43:38
RRqyzKLVmuaplezMnJ30rA,wmEk-exSH0g6ouWEGYgu8A,9PXJkRLVWd6IMPfBzdJp2Q,1,3,0,0,"NEVER, EVER, EVER again will I book a room at the El Con! It is a ""con"" job...that's for sure!! My girlfriend and I, both disabled, had the most stressful spa getaway weekend of our lives! I am fighting numerous health issues including seven autoimmune disorders and extremely brittle diabetes as a necrotizing pancreatitis survivor. It is difficult for me to travel because of my many health issues and constant concern with how I will receive meals. I was delighted to be able to make these plans after 2 years involving lengthy hospital stays (to celebrate just being alive) but was in tears by the end of my weekend....

NOTE: DO NOT MISS THE SPA. Lydia is phenomenal. But save yourself the headache, book through Groupon, and stay at a Motel 6 if you want better hotel mgmt and service. The grounds are gorgeous but this is Tucson... that's par for the course for these resorts! I can look at mountains and beautiful grounds at home.

1). I booked TWO Spa packages for 2 nights which included charcuterie boards and souvenir size champagne (though neither of us drink). They gave us one board and 1 bottle of champagne. We had to ask for crackers because they forgot (even though a cheeseball was included). When I inquired about the 2nd board on Saturday, they had a hostess call to tell us they would not be sending it and made a reference to the idea we were trying to overindulge in the alcohol. No, we were more interested in the charcuterie board before our spa appt because we were starving.

2. This is not an ADA or handicapped friendly environment. There is A LOT of walking to get to rooms, the lobby, spa, etc. I was told my requests to be placed near an elevator and other accommodations would only be honored if we booked an accessible room. When I contacted Hilton Cus Svr, the front desk lied to Hilton and said they couldn't switch rooms because they were totally booked. There was ONE wedding booked on Saturday and it was completely dead on Sunday.

3) There is ONE restaurant open on the premises and it only serves rooms on Friday and Saturday between 5-9PM. Everything else had to be picked up and we would have had to drive all around 3 buildings to get to the restaurant near the lobby (I have mobility issues due to chronic lung conditions that cause extreme fatigue.) They didn't care.

4) A breakfast was to be included but no one cared to inform us of where it would be held. When I contacted the Front Desk (Augustine), I was told I could find a copy of the breakfast menu on the website.. No... only broken links there. He argued with me and finally someone came up and threw a menu on the floor. Hilton Cus Svc asked if I asked about this. No, I did not because in all of my years of traveling (US and Int'l), especially for spa getaways and secret shoppings, I have NEVER had to ask for amenities that were supposed to be included in the overall package. My bad.

5) The dinner meal offerings were meager and of a bar/grill nature...many of which I cannot consume. We tried Door Dashing it...

6) Door Dasher was not allowed to deliver food to the room...so I had to retrieve my Sat breakfast delivery from the lobby. Even though I drove, it was stone cold.... cold eggs.... great.

7) I was advised by the front desk and Hilton CS to make my own delivery arrangements closer to the room. Ok... I did....I told him I would meet him outside our gate.

8) The Door Dasher was stopped driving in the parking lot and told to leave it at the front desk. No one informed me. By the time I got to the lobby, $90 meal...stone cold. 

9) Do you know what it is like to have low blood sugar? On vacation? Because you cannot get a secure meal plan????

10) The rooms were musty; some areas could benefit from more attention. There was hair on the bathroom floor. No vent in the bathroom. The toilet seat broke from regular use (cheap, cheap plastic...my hubby is a plumbing professional... I know cheap when I see it.) Cheap, cheap bathroom amenities (you'd think they would have provided spa product samples. Who does the marketing?)

11) I called Hilton Cus Svc 4 times during my stay. I was given a case number on my last contact and told I would hear from someone in 3 days (even the email said so). Day 4, I called and was told I had to wait 3-5 days. I called on day 7 and was finally offered some options to make up for the poor service... but I refuse to take chances on a $1000 hotel booking ever again. Hilton is usually an exceptionally well run organization but this place is dragging their name through the mud!!

12) The wifi is HORRIBLE!! Not for business purposes!!

13) Don't take my word for it, read MANY of the other reviews which, I see, mgmt didn't care to respond to.  I sure should have.

Bottom line... I understand pandemic difficulties but nasty and disrespectful attitudes by staff have nothing to do with that. If you charge pre-pandemic prices and resort fees, you should provide pre-pandemic service.",2021-09-28 01:32:32
KmTzemnuscLsEdXTr_8DlA,GcblF0OxXAZvF1yBtfN3MA,jhR6MRbFRWQ6e3JQljYluA,1,0,3,0,"Wow!  Cheaters & liars. Staff rude & down right hostile after back ending miscellaneous charges while checking out. 

Hotel in poor condition & the old benefits of Extended Stay America such as cooking gear & silverware gone.  

Avoid this trap!!!",2020-03-02 17:14:48
Z7lOxY4-SmiDaeXldX-kJQ,yuwtX0DqYeeoEntebiWrdA,IJGgePeJ32YDf-h5IwGf3A,1,1,0,0,"Well let's start of with a Happy New Years!!! However not so happy with my stay. Where should I start ? Well I've been Hilton Honor member probably 10 years now and I'd have to say that this has been by far my worst stay not only with the issues in the room , but also customer service agent Miranda , which I believe is her name I tried clarifying but she was abrupt and rudely hung up the phone. So let's start with the room , checked in a little before 8 pm last night opened the small mini fridge and it smelt like death, days old garbage smh... called front desk , the young lady came up and cleaned it right away , also advised her that the Kleenex box was empty and that the toilet didn't flush (room 219) however my husband fixed the toilet issue, when I called front desk to tell them about no Kleenex and the toilet not flushing however my husband fixed it , she proceeds to tell me to adjust valve in the back. Like really , smh, we had to fix issue or self , so this was strike 1, 2 and 3. My husband and I go enjoy The Row fireworks, came back to room around 1 am , you know happy New Years , went to sleep and during the middle of the night the air conditioner starts making weird noises and room gets really hot, so I did not get a comfortable nights sleep, called front desk at 6 am , and told Miranda to cancel my next nights stay because I was unhappy with all the issues with the room and also told her that I was so unhappy with my stay that I wanted my money back. At first she was gracious, empathetic and said that she would cancel and refund tomorrow night and refund my money. Ok fine conversation should had been over , however then she goes on to say ""why didn't I call her , that she was here all night "" so I told her that I am calling it's 6 am I should be sleep but I can't. She then goes on to blame me for not reaching out sooner , or you kidding me, ""I'm the guest "" they knew that this was a shitty room before they gave it to me and further more as I type this review people are stomping on the floor above. I guess that's my fault too. I was just going let it go because I know that the front desk can't control everything, but Miranda only made bad situation worst by insulting me saying it's my fault which is horrible customer service, well they wil never have to worry about me again as I will never stay at this location again. I feel that I'm owed an apology and I will be reaching out to upper management to get that apology that I'm owed. And also they need blackout curtains I can't sleep because of the light as well. So strike 4, 5 and 6. I'm done!!! Very unprofessional and she needs to learn some manners. I'm very disappointed with the Hampton Inn.",2020-01-01 16:59:46
N4AdjkrOGiAk7PGsHwfrmg,HzPE_qsaA80VR813O4b7aw,8VVmwbwaWBw3tVax4fKyCQ,1,1,0,0,"We recently made a reservation through booking.com to say at this hotel. We were in San Diego and it was too far for us to drive with our little ones so we asked booking.com for a change in location. Booking.com called this establishment multiple times to resolve the issue. When they were finally able to get a hold of this Hampton inn location, this Hampton inn refused to change locations and furthermore refused to issue a refund and if they canceled they were going to charge us $119. Booking.com pleaded with them to change our reservation to a closer location due to the travel time. They simply said no. They gave us no choice but to drive over 6 hrs to arrive there. We arrived there around 3am just to find out that they automatically canceled our room and failed to inform us of this. We asked the ""night manager"" GEOFFRY why they canceled and still charged us. He said we would have to pay AGAIN for one night and would NOT issue a refund. We were in disbelief at how we were treated by Geoffry. When we asked to speak to a manager he said she was sleeping and refused to assist us. After complaining to him he went and called the cops on us, in front of my husband and children and made false accusations that we were abusing him. We got on the phone with booking.com because Geoffry refused to believe we spoke them. Booking.com corroborated our story and couldn't believe they had canceled our reservations with no explanation whatsoever. With all the crisis' going on in this world, for him to make false reports on a Hispanic family is beyond disturbing. My family and I never been treated this way from these people and it is heartbreaking. WE WILL NEVER STAY AT THIS LOCATION OR ANY OTHER HAMPTON INN ESTABLISHMENT EVER AGAIN! Geoffry is one of the most despicable, unprofessional, and condescending people that I have ever encountered. STAY AWAY!",2020-06-09 00:46:47
o57LC2810lYGQ_kzPoSovA,x8Gi17U93UFZnucEhUYRlw,9PXJkRLVWd6IMPfBzdJp2Q,1,2,0,0,"My goddaughter got married there on October 9th and El Conquistador has kept pulling funds beyond the agreed upon amount...without providing any kind of explanation, nor response, for requests to discuss.  Not responding to numerous inquiries for a detailed billing, and for charges incurred post event, is unacceptable.

This is unprofessional and speaks volumes of the type of management staff your establishment employs. This is not acceptable! Swift response and resolution needs to be made, by the El Conquistador management staff, to both my goddaughter and her husband!",2021-10-22 23:11:46
djmc7ilZvqOVeBiO16z-Dg,p2qyDyUOt0Iqoypd0X37rA,qZt7AUctJ-CLG7PCJ3NT9A,1,0,0,0,"Lets begin with arriving at 4:10 pm when check in is at 3 pm and the girl at the front desk says ""oh your room isn't ready let me check with housekeeping"" then proceeds to do everything else but call housekeeping. After being checked in I say I just drove 6 hours, my child wants to get out of the car she calls housekeeping and they don't answer so now she's just like mmm so again I say ""we want to get out of the car and it's already after 4"" and then all of a sudden she has a different room available, awesome. We get to our room and all is well except when the bathtub is used that evening the water drains extremely slow but you think maybe it was just because it was a bath so you make the mistake of showering in the morning and the water literally is to the top of the tub while you're showering...fabulous. So I have to get out of the shower and I call the front desk and they say ""we will get somebody to you tomorrow"" ...mmmm hello I have other people in the room who need to shower, ""sorry no one is available today"" and hangs up...3 hours later all the water drains out and since we had booked plans everyone indeed did not get to shower. Now when I showered I used conditioner in my hair so the tub is finally drained when we get back but because the water sat so long and didn't drain probably the tub is super slick and there is no way to clean it out...and still the others haven't showered and again the front desk would do nothing to help us. I call the front desk this morning, checkout day, and again explain we would love to shower in the room I paid for and was assured that someone would be there shortly to look at the tub but here I am an hour and a half later and nothing. The front desk people that I spoke with when I called about the tub were rude and unhelpful, they wouldn't switch our room, get maintenance to us or anything and there is no way our tub should be inoperable. Never ever ever again.",2020-11-15 15:06:05
PmzRuMj9-5GCVpGkqTyjfg,Pmtg0X8AzY3HWWDUbtq_Qg,9PXJkRLVWd6IMPfBzdJp2Q,1,0,0,0,"For my birthday weekend family and friends got rooms (10 rooms) the hotel wouldn't even give us a discount for all the rooms as we were told in the beginning that we could. The director of the bell hop described us as ""the mexicans with beer"" over the phone/ walkie talkie. There was issues for a paid for room, the hotel said the website is not a guarantee through 3rd party sites. We mentioned the hotel being a 5 star and they were happy to say NO we are a 4 star. Security came over to us and said a bartendar at the pool area said someone in the group was being rude, we confirmed with bartender that there was never a issue with our group. That was a lie, we had all the wrist bands needed to swim there were 2 adults who had there's in their bag at our pool side table again that wasn't an issue, we had them put them on. We made sure to video a lot of the other people in the pool without theres, but they were not being harrassed. Someone not even in our group apparently told security they wanted to beat him up and than Oro Valley PD was called on us when we had no clue what the problem was. At no point were any of us disrespectful, rude,  or cursing. GM shows up to address the situation, which at the end it was determined everything was good, we are fine all while being recorded on other strangers phones most likely to Facebook or snapchat how EMBARRASSING! Everyone had there Sunday bracelets to swim when these were given to us at check in we asked clearly how long we were able to swim, front desk told several of us that we could enjoy the pool all day. Security comes to our table once again and says you all have to leave because of last nights issues and you're now a liability because you checked out. That contradicts what we were told the day before, so we were told to leave. I personally went and talked to Liz the manager about the problems since we first walked in, about the issues being resolved and how we were treated, singled out, discriminated against and harrassed and she said, ""So sorry etc etc but there's nothing I can do for you, I have been instructed not to do anything for you"". I was shocked to hear those words and the lack of customer service to meet in the middle and make any of us a happy /return customer. That was a first time experience for most in the group and it was rotten, unprofessional and appauling! It was a horrible way to spend such a special day. I would absolutely NOT recommend this resort to anyone. I am disgusted with how we were treated!!!!",2019-07-01 01:42:51
8EI83OpVP3espMGLqJWZAg,CY1AjMQuVZrzcjF1WoPkaQ,lLU37zhx2k9YGPzV30cNnA,1,0,0,0,"cockroaches, humidity and overall bad experience. stay away. rude staff. cockroaches, humidity and overall bad experience. stay away. rude staff. cockroaches, humidity and overall bad experience. stay away. rude staff.",2021-11-01 21:13:40
sayIYqzy-wIOE_06weGtVA,k2u2JP-8wHIbMrLh5k8ftQ,9PXJkRLVWd6IMPfBzdJp2Q,1,1,0,0,"The grounds of this resort are beautiful and maintained. Everything outdoors is fantastic. The rooms however, leave a lot to be desired. Upon arrival we had to change rooms due to a dirty room which was completely separate from the main hotel grounds. Our second room provided great access to the resort, but was dark and dirty. During the day the hallway smells terribly because there are bags of garbage and wet filthy towels left out in the hallway. On our 3rd day it took 4 phone calls to get clean towels (we were
only given 2 sets for a party of 4 upon arrival). Restaurant service is SLOW and the manager we encountered was inept. The poor servers at the restaurants are stuck making excuses and trying to appease their clients. Breakfast buffet is good with good service, but the one time we ordered an omelette off the menu it was made incorrectly. The female waitress in the Colibri Lounge was beyond rude. 
We came to this resort because my child had a tournament on the grounds - but we will NEVER be back. I am shocked that Hilton has put its name on this facility.",2021-12-30 03:43:07
kUJZ0PZBzMwrbXI4lUxwZQ,1moGX6PmdbzwDtNgWmdBhQ,lLU37zhx2k9YGPzV30cNnA,1,1,0,0,"Truly disgusting 
And a rude GM 

We tried to check out early due to the conditions in these photos 

The GM refused a refund 

He told me I could email him these photos 

When I stated I would take to social media 
The GM told me to not ""threaten him""

It was not a threat I am sharing our experience to hopefully help another traveler from experiencing this gross property 

This building  should be condemned

Wyndham should be embarrassed to have their name hanging up or associated with this property of this GM",2021-07-06 18:45:31
pIZ6RIsKTiFlxzq-mOIaWQ,XufycXCLjJu4wiaYCprC2w,CFlW9bfl4N63fZpQsZIkRQ,5,2,0,0,"This is a fancy, modern hotel and we loved our stay.  The rooms are spacious and have excellent views. Ours overlooked the Basilica right on the square. The decor is clean and modern. The bathrooms are a good size and have been updated as well. 

We were here for a wedding. We got to see the ballroom and the courtyard used for the event, beautiful! The staff was so attentive. Both for the wedding and just as a hotel guest, we received excellent service.",2017-10-29 14:29:47
P9UHIYEgF8FC_XldUoeWfg,uM_Fvl9QgB0DSRwnULvZKg,uRST5ZEdNkLoBZROwbGxSw,1,0,0,0,"Room #220 
The corporation needs to handle this!!! This is not okay! 
Google deleted my review.
I checked in the hotel last night and less than 15 min I had to cancel my reservation.
Once I got to my room I headed to the bathroom and the bathroom was infested with Mold every where. Looking around the whole room it was disgusting!
The shower was the worst.
I went back to the lobby and explained why I was canceling and showed him pictures of the hazardous mold.
Employee did not care and went on to process my refund. Not only was he rude and did not help at all but the fact how ignorant they were about the picture says a lot from this hotel.
Not once did he ask someone to verify or clean or anything.
Mold is as bad as COVID!!
Please help me make sure people don't stay on such unsafe environment.",2021-03-27 10:15:46
9_gxaJJG05b0kREQpfoGTQ,IIODmDTG-Dk8uIzk-7J4Zg,CFlW9bfl4N63fZpQsZIkRQ,1,0,0,0,"The hostess at the rooftop on 10/6 was probably the rudest person I have ever met. She lied to us multiple times and refused to accommodate us. She kept saying the tables were booked but when we looked it up online we were able to make a reservation. When confronted she proceeded to say that the tables were actually wet because it rained ever though there were other people sitting at the tables. When we found a couple friends sitting outside and decided to sit with them she had the nerve to come over and tell us we needed to move because the table is ""reserved"". When we went inside she kept coming up to our table and telling us we can't have any more people here. Please keep in mind the entire group is vaccinated and we still were wearing masks. She had a vendetta against us for no reason. It's really disgusting how they have such a gorgeous rooftop but an awful hostess. The wait staff was AMAZING. They made sure to accommodate us as much as they could. The hostess was so awful. She shouldn't be working there if she can't be friendly.",2021-10-07 04:58:16
GozMr68w3pFlnCT557WryA,dFen4ej-XqElsEBcD6SQqA,9PXJkRLVWd6IMPfBzdJp2Q,1,1,0,0,"I would have given it 2 maybe 3 just for the hotel but if you take into account the horrid customer service I would love just to give them a half a star.  I attended a conference there last summer and had a bad experience. The ac for the room kept vibrating and wasn't cool.  The filter hadn't been changed in I would guess years. So I called they came and replaced the filter and left. The ac kicked on for the first time and what noise it made. The grates vibrated so I called again. Again maintenance came in this time instead of fixing the problem they stuffed bits of paper and a towel into the grates to stop the noise. So ya it fixed it that's fine but it wasn't fixed until 3am. 

 When I complained I was treated rudely by the arrogant manager.",2011-07-07 23:39:33
xNYWMTuWkvmo-A0TKGMTFw,YwsGjDm3MqWCjpnOzjZKqg,BvGVVQrmZdlaPoWPxI5MYg,2,2,0,0,Staff was rude. Room was nice. Both ladies at the front desk treated me like I'm homeless & was a burden to accept.,2020-12-01 14:49:50
GIFi09FtLtJKzX0IQa9cUg,-q6PI0Vs6Ci6haIB19u4_g,sjJ1RWbPghvYZP8ozo1ltg,2,1,0,0,"Super disappointing, even for a best western. Check in time is at three o clock. We had driven 13 hours from Reno NV and arrived at 10:50 pm. We didn't receive keys to our room until 11:40pm because ""the room wasn't ready yet"" ??  
It should've been ready at 3:00pm. They offered nothing for compensation. We waited in our car with our cat after driving for 13 hours and they acted like they forgot they needed to give us our room. It wasn't until we walked inside, very upset, and asked for the FOURTH time they finally ""had our room ready"". They said they can change our security deposit from $50 to $25, so essentially we were given nothing. 
Extremely unprofessional and super sketchy. Definitely don't recommend.",2021-03-20 17:01:15
sHcX4mENZLUZfn_XeInXjA,0UwEipUrjdI1JVTuFM2zqw,1dJrfsOJncIvTHF7Jckf0Q,1,3,0,0,"My sister is law got married yesterday and this was the hotel we were staying at. It was the worst experience I have ever had dealing with a hotel. The bride booked the bridal suite 2 years ago and the day before the wedding the staff ""lost"" her contract and gave away the suite to another bride even though 2 years ago they told her it was hers. The staff was extremely rude to our family. Cursing out the mother of the bride and my sisters. The one staff member even took her sweater off as if she was about to fight my sisters. It was very unprofessional. To top it off. The bride also paid extra money to keep the hotel bar open till 2am the night of the wedding. The day before the wedding the staff promised we would be in the bar area after the wedding. As we were standing in the lobby waiting for our trolley to pick us up to go for pictures the manager comes up to the mother of the bride and told her we were being move to a room, while the other bride got the bar area. So not only did we not get the bridal suite, they were going to put us into a conference room instead of the bar area. This was by far the worst experience ever. The bride was in tears. My advice is DO NOT STAY HERE EVER! Especially if you are a bride. The last thing I would want is for someone to go through what we had to go through. If I could give them 0 stars I would.",2017-07-02 19:53:23
Cx70-fiCpBPH7VwAKn9QYw,P8DlTbjIC056NKp2Fht_sw,_AVG0GvrMfBRK5jyuwSwrg,3,1,0,0,"Minimalist hotel is another way to say upscale hostel. The rooms are very small with essentially no luxuries to speak of - bed, TV, small shelves, shower, sink and toilet. The walls are thin and we were subjected to 2am noise in the hallway that kept us up for almost an hour until security got the rude guest to cease banging on doors. Mask wearing in the lobby is mandatory but not enforced so expect about a 75% compliance rate. The noise off Market St can be excessive on weekend nights when drag racing appears to be the activity of choice in Philly for late night fun. What's good? The location, the price, the clean room, and the hotel staff. Overall - you get what you pay for.",2021-08-30 17:11:32
FP8GMIoDI9wQQ2ijjespPQ,9e6UKE6eCacs7OhhSOS30Q,lWHsWAszNVISPFB3gQTuyg,1,0,0,0,"Tried using this hotel to block rooms for my wedding. Trying to communicate with the manager, Jayson Miller, waste of time. I emailed him as told by the staff. Days passed heard nothing so I called several times each person not very friendly and simply told me he is busy. I gave it one last shot and finally spoke to someone who really tried to help me. Her name was Brenida, probably mispelled. She located Jayson and asked him the questions and called me back immediately. However Jayson gave us horrible prices. When I looked online to book for that exact weekend. It was Much cheaper than what my guests were offered, and by hotel standards located on the website, blocking rooms with them we are gaurenteed best pricing and lower. I contacted Brenida and she looked herself and saw the prices he gave were high, she was very sweet and asked if I could call her the following day so she could present the information to Jayson. However I was over dealing with this and dealing with the back and forth. I contacted the holiday inn express right down the street and was immediately dealt with then and there given a great price and all questions answered. So just simply went with them because of how swift and simple they made it for me. 
I thought about contacting Hampton inn and trying for a better price but thought to myself, if Jayson the manager treated me with no respect and only 1 of the 5 employees I spoke with treated me well, I really Dont want my guests dealing with the unprofessional and unfriendly staff either. My guests deserve to have friendly service like what I experienced from day one at holiday inn express.",2017-03-03 23:38:54
py9oFkUT8ap8pQwSvKnLCg,pdXBzs9qmFbkIj-XU3uyGQ,41VRaFKM_6EaBX7eiM5dog,1,2,0,0,"Worst experience ever in Reno! So I purchased a room with 2 beds and a couch but when I got there they only had a King bed with a twin couch bed the sheets where dirty and only 2 pillows, we called for extra towels and the front desk was sooooooo rude! And they never brought them even tho she finally said "" I'll send someone"" so I cut my stay short and going somewhere else it wouldnt be so bad if we didnt get so much attitude the night of check in anyway you get what you pay for and the room was $100 a night!",2018-05-19 18:36:04
_HfY8jCWAXPFrtv-42s3iQ,ti-fk58xSr5z6bQ22PauIw,41VRaFKM_6EaBX7eiM5dog,4,0,0,0,"We were pleasantly surprised! Booked a room for 2 of us via priceline express, so it was $44 total for an unknown location within downtown Reno, and it ended up being the Ramada. A little apprehensive given the reviews, but when we arrived, my expectations were exceeded. We were greeted by two friendly employees at the front desk (the lobby smelled pretty smokey, but nothing too offensive) and were informed that we had been upgraded to a 9th floor room with a king bed! The room seemed clean and was on a non-smoking (but really, a tiny bit smokey) floor. Everything in the room + bathroom was clean and somewhat modern.

You don't have to even look at the casino if you don't want to, they give you coupons for the restaurant+casino upon check-in, the smokiness isn't unbearable or even too unpleasant, and no one propositioned us. We arrived around 9pm on a Friday night.",2014-04-02 02:11:57
0P8zPNPzOvTgJVis-k9xag,h4w7Ppk82XYHGFwdbsQkXA,xcySfsPDols3EdtFC6b76g,1,1,0,0,Really ignorant and arrogant front desk manager. RUDE STAFF to cancel customer's booking. Never come back with this kind of staff there.,2018-09-15 03:05:57
