business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
AXb5gCwqHl-_v6ZIMb1mXQ,Sheraton Great Valley Hotel,707 E Lancaster Ave,Frazer,PA,19355,40.033931,-75.582025,3.0,65,1,"{'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'loud'"", 'RestaurantsReservations': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'False', 'DogsAllowed': 'True', 'WheelchairAccessible': 'True', 'RestaurantsGoodForGroups': 'True'}","American (New), Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Restaurants, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
821Famr4GTTa4uKHp7exZg,Wyndham Alumnae House,235 N Merion Ave,Bryn Mawr,PA,19010,40.0255112523,-75.3129637241,4.0,8,1,"{'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '4', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'False', 'BikeParking': 'True'}","Restaurants, Event Planning & Services, Hotels & Travel, American (Traditional), Venues & Event Spaces, Bed & Breakfast","{'Monday': '11:0-14:0', 'Tuesday': '11:0-14:0', 'Wednesday': '11:0-14:0', 'Thursday': '11:0-14:0', 'Friday': '11:0-14:0'}"
GJa3fxcO5pJBXpBeUta6dw,Comfort Inn Philadelphia Airport,53 Industrial Hwy,Essington,PA,19029,39.867773,-75.307629,2.0,36,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
1EIBlB3LVjqtB-fCGMJuIA,Extended Stay America - Philadelphia - Horsham - Welsh Rd.,114 Welsh Rd.,Horsham,PA,19044,40.1600643,-75.143,1.5,28,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Apartments, Hotels, Real Estate, Event Planning & Services, Hotels & Travel, Home Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
NvaHGU03m-hvXIGScPe6WQ,Holiday Inn Express Philadelphia-Midtown,1305 Walnut St,Philadelphia,PA,19107,39.9493353797,-75.1626115157,3.5,85,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Event Planning & Services, Hotels, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
ozOl83zThC1hLDxBvbo31g,Extended Stay America - Reno - South Meadows,9795 Gateway Dr.,Reno,NV,89521,39.4409198,-119.762773,2.0,39,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels & Travel, Real Estate, Home Services, Hotels, Apartments","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
Mhfi6Y9OpMHu3Q-zlq3NOQ,Hampton Inn Downingtown/Exton,4 N Pottstown Pike,Exton,PA,19341,40.0556376081,-75.6594486442,3.0,46,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
hFkOBQ506FCptEzMCxnXKg,Holiday Inn Express Green Valley,19200 S 1-19 Frontage Road,Green Valley,AZ,85614,31.901281,-110.987224,2.0,6,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Hotels, Event Planning & Services, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
R7I_T4GeuXQqsIdwoDdJjQ,Days Inn by Wyndham Springfield/Phil.Intl Airport,650 Baltimore Pike,Springfield,PA,19064,39.9197539,-75.3283271,2.0,53,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Hotels, Event Planning & Services, Hotels & Travel",
eQi7wwMtUsgGKQkT3WXzww,Fairfield Inn By Marriott,258 Mall Blvd,King of Prussia,PA,19406,40.0909569,-75.3897588,2.5,17,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
WoAmi0AaA4HBwWS_MBPuFA,Extended Stay America - Philadelphia - Plymouth Meeting,437 Irwins Lane,Plymouth Meeting,PA,19462,40.11265,-75.2865043,1.5,44,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Apartments, Hotels, Home Services, Hotels & Travel, Real Estate, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
eYK3WmiqyiNBtLQI1MTRhA,Comfort Inn & Suites of Brandywine Valley,1310 Wilmington Pike,West Chester,PA,19382,39.9048811,-75.567563,2.5,9,0,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3'}","Hotels & Travel, Event Planning & Services, Hotels",
UV0QzMxNvA1ntt4f1gH4sg,Home2 Suites by Hilton Reno,1111 Meadowood Mall Link,Reno,NV,89502,39.4752644408,-119.7869566797,3.5,27,1,,"Event Planning & Services, Hotels & Travel, Hotels",
iyZGLIhZffqIycfvBwTyCA,Best Western Center City,501 N 22nd St,Philadelphia,PA,19130,39.963091,-75.173804,2.0,24,0,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Hotels, Hotels & Travel, Event Planning & Services",
lWHsWAszNVISPFB3gQTuyg,Hampton Inn Limerick-Philadelphia Area,430 W Linfield Trappe Rd,Limerick,PA,19468,40.218107,-75.541022,2.5,21,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
aKQvY8cpAXBTLyYq8t3X6w,Hilton Garden Inn Exton/West Chester,720 Eagleview Blvd E,Exton,PA,19341,40.0692077,-75.6762919,3.5,31,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels, Bed & Breakfast, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
DX-i7boV3bLP5ktKU-FA-w,Best Western Royal Sun Inn & Suites,1015 N Stone Ave,Tucson,AZ,85705,32.2348746,-110.9719928,3.5,114,1,"{'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'False', 'Caters': 'False', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Event Planning & Services, Restaurants, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
yM-yQ1u68d_ePTxI6d0dcw,Hampton Inn Philadelphia/King Of Prussia - Valley Forge,530 W Dekalb Pike,King of Prussia,PA,19406,40.08998,-75.379073,3.0,53,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
uXuBxavZYWkkCnXmrzyINQ,Econo Lodge University,1136 N Stone Ave,Tucson,AZ,85705,32.236778,-110.971213,1.5,20,1,"{'RestaurantsPriceRange2': '4', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'""}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
grhrDnNaRZCoOX0RCaBNVQ,Extended Stay America - Philadelphia - King of Prussia,400 American Avenue,King of Prussia,PA,19406,40.0952403031,-75.4005727137,1.5,49,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'""}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
iYvuxsCHX2KTK30vMBQhSQ,Days Inn by Wyndham Pottstown,1600 Industrial Highway,Pottstown,PA,19464,40.233747721,-75.6201839447,2.0,26,0,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Hotels, Event Planning & Services",
iq55LSL08aYM79q9W9MIBw,Comfort Inn Feasterville - Trevose,2779 Lincoln Hwy,Feasterville Trevose,PA,19053,40.126594,-74.970073,2.0,33,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'""}","Bed & Breakfast, Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
sNyeqSoXKH84Qdtr_-jwhw,Holiday Inn Reno-Sparks,55 E Nugget Ave,Sparks,NV,89431,39.533337,-119.7425568,2.5,68,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels & Travel, Resorts, Venues & Event Spaces, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
ZCvqJcHPa7gyi2u3fvunkg,Homewood Suites by Hilton Lansdale,1200 Pennbrook Pkwy,Lansdale,PA,19446,40.2323129924,-75.2833677829,3.5,33,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
bjkA3ustWdg3EsTLRiUNKA,"The Inn at Penn, a Hilton Hotel",3600 Sansom St,Philadelphia,PA,19104,39.9537829039,-75.1957815881,4.0,118,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '3'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
N5u3K2Ec5GDOfWu0oXUqYA,Holiday Inn Bensalem-Philadelphia Area,3327 Street Road,Bensalem,PA,19020,40.1193075305,-74.9578409727,3.0,54,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'""}","Hotels & Travel, Venues & Event Spaces, Bed & Breakfast, Event Planning & Services, Vacation Rentals, Resorts, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
kNsBF2nBLAA1oUqJwN9TgQ,Holiday Inn Express Exton-Lionville,120 N Pottstown Pike,Exton,PA,19341,40.0297814328,-75.6309439529,3.0,16,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Venues & Event Spaces, Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
OXlI1vJqFk874elfVY8OAw,Holiday Inn & Suites Philadelphia W - Drexel Hill,5400 Ferne Blvd,Drexel Hill,PA,19026,39.9447815981,-75.313798,4.5,6,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
e4xnETLbsvK3IOkNFoTW5Q,Holiday Inn Express Hotel & Suites Tucson North-Oro Valley,10150 N Oracle Rd,Oro Valley,AZ,85737,32.390491,-110.962852,3.0,5,0,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Venues & Event Spaces, Hotels, Event Planning & Services",
7-FPjrl1RHCiFCIiK_aZeg,Days Inn by Wyndham Tucson Airport,4855 South Palo Verde,Tucson,AZ,85714,32.1642286,-110.9167147,1.5,25,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
sBZClv18j7gr1HIGIMXNcA,Hampton Inn Philadelphia Center City-Convention Center,1301 Race St,Philadelphia,PA,19107,39.9562835951,-75.1607483625,3.5,175,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
cJ3g7ZlVP8y8el2JjY5LDg,SpringHill Suites by Marriott Philadelphia Willow Grove,3900 Commerce Avenue,Willow Grove,PA,19090,40.1614085,-75.1315622,3.0,43,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True'}","Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
xcySfsPDols3EdtFC6b76g,Sheraton Philadelphia University City Hotel,3549 Chestnut St,Philadelphia,PA,19104,39.954872,-75.194173,2.5,149,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True', 'ByAppointmentOnly': 'True'}","Hotels, Hotels & Travel, Venues & Event Spaces, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
TiNugKJ5nkmthDYnSn3PsQ,Super 8 by Wyndham Tucson Downtown Convention Center,"715 West Starr Pass Blvd, I-10 Exit 259",Tucson,AZ,85713,32.2063962,-110.9816326,2.0,15,1,"{'RestaurantsPriceRange2': '1', 'DogsAllowed': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels & Travel, Hotels",
OYDAQKuxU8TeXRdER0qbkg,Home2 Suites by Hilton Warminster Horsham,230 Veterans Way,Warminster,PA,18974,40.19596257,-75.0784984231,3.5,13,1,{'BusinessAcceptsCreditCards': 'True'},"Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
41VRaFKM_6EaBX7eiM5dog,Ramada by Wyndham Reno Hotel and Casino,1000 East Sixth St,Reno,NV,89512,39.5341343,-119.7995919,2.0,239,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'ByAppointmentOnly': 'True', 'DogsAllowed': 'True'}","Event Planning & Services, Hotels & Travel, Arts & Entertainment, Casinos, Hotels",
-R3kduqdMdxs1EBL-fumIA,Homewood Suites by Hilton Philadelphia-Valley Forge,681 Shannondell Blvd,Audubon,PA,19403,40.1276881033,-75.4072677224,3.5,23,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
iOvSTM49ffb4umPtCxb7SQ,Econo Lodge Near Reno-Sparks Convention Center,1885 S Virginia St,Reno,NV,89502,39.5063144,-119.804139,1.5,68,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
qCpllU0UFrVwhNHq6zIbUw,Quality Inn,750 West Starr Pass Blvd,Tucson,AZ,85713,32.207478,-110.981184,1.5,43,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
m-7KjNS6cXpHC3ePfLA36w,Residence Inn by Marriott Reno,9845 Gateway Dr,Reno,NV,89521,39.4398326509,-119.7627574727,3.0,57,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'DogsAllowed': 'True', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True'}","Hotels & Travel, Venues & Event Spaces, Hotels, Home Services, Real Estate, Apartments, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
kwPVrYzSAGluOXWZ8dLC1Q,Holiday Inn Express & Suites Ft Washington - Philadelphia,432 Pennsylvania Ave,Fort Washington,PA,19034,40.1347501,-75.2087625,4.0,33,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
SEFujmfGZI08JWRyhIpYeQ,Embassy Suites by Hilton Philadelphia Airport,9000 Bartram Ave,Philadelphia,PA,19153,39.8838478195,-75.2497038245,2.5,170,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
8VmEN80jiKElXveZ0xLehw,Courtyard Philadelphia Montgomeryville,544 Dekalb Pike,North Wales,PA,19454,40.232635,-75.241463,2.5,29,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Venues & Event Spaces, Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
8ynnZAfsIHltv72hiM-rlA,DoubleTree Suites by Hilton Hotel Philadelphia West,640 Fountain Rd,Plymouth Meeting,PA,19462,40.1202594085,-75.2822801284,2.5,122,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'BikeParking': 'False', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'False', 'RestaurantsAttire': ""'casual'"", 'Caters': 'False'}","Hotels & Travel, Hotels, Restaurants, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
JIrsBVXBPGeW5hRZvX7ZuA,Residence Inn by Marriott Philadelphia Center City,One East Penn Sq,Philadelphia,PA,19107,39.9526484795,-75.1624528099,3.5,145,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True', 'WheelchairAccessible': 'True'}","Hotels & Travel, Event Planning & Services, Apartments, Home Services, Hotels, Real Estate, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
Qq6J6yZ1k7--XUvOySW3fw,Econo Lodge Philadelphia Airport,600 S Governor Printz Blvd,Lester,PA,19029,39.872243,-75.280157,1.5,42,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
